user_id,sign_up_date,age,gender,married,has_children,home_country,home_city,session_count,avg_session_duration_minute,avg_page_clicks,total_trips,conversion_rate,weekend_trip_proportion,cancellation_proportion,avg_booking_departure_gap_days_flights,avg_booking_departure_gap_days_hotels,total_flights_booked,round_trips_proportion,avg_flight_price_usd,avg_flight_discount_amount,discounted_flight_proportion,avg_flight_seats,avg_checked_bags,avg_distance_flown_km,total_hotels_booked,avg_hotel_price_usd,avg_hotel_discount_amount,discounted_hotel_proportion,avg_hotel_rooms,avg_stay_duration_day
298253,2022-08-24,46,F,TRUE,TRUE,usa,los angeles,12,1.08,13,3,0.25,0,0,7.31,6.79,3,1,539.3,0.3,0.25,1,0.67,2866.89,1,64,0.15,0.08,1,5
299476,2022-08-25,38,F,TRUE,FALSE,usa,atlanta,13,2.93,53.2,3,0.23,0,0.33,14.95,15.22,3,1,891.2,0.2,0.27,1.17,0.17,3455.86,3,285.83,0.11,0.4,1,2.5
306165,2022-08-31,20,F,FALSE,FALSE,usa,cleveland,11,1.18,12.55,0,0,0,,,,0,0,,0.1,0.09,,,,0,,0.05,0.09,,
306819,2022-09-01,59,F,TRUE,TRUE,usa,new york,11,2.62,47.85,2,0.18,0,0.5,8.44,8.55,2,1,98.03,0.1,0.31,1,0.2,525.5,2,284.4,0.05,0.23,1,0.2
312488,2022-09-05,30,M,TRUE,FALSE,usa,new york,11,1.18,12.73,3,0.27,0,0,7.45,7.71,3,1,600.93,0.25,0.09,1,1,3263.56,3,181.33,0.2,0.09,1,1
313724,2022-09-06,51,F,FALSE,FALSE,usa,tulsa,10,3.67,53.08,7,0.7,0,0.14,6.47,9.25,6,1,377.95,0.1,0.25,1.11,0.78,1895.32,7,198.2,,0.17,1.2,3.3
316527,2022-09-08,41,F,TRUE,TRUE,canada,winnipeg,11,1.55,17.09,4,0.36,0,0,7.84,8.03,4,1,434.97,0.18,0.18,1.25,0.25,2007.47,4,322.75,0.05,0.09,1.25,2.5
317688,2022-09-09,40,F,FALSE,TRUE,usa,indianapolis,12,1.42,15.33,6,0.5,0.33,0,7.91,8.88,6,1,348.58,0.25,0.17,1.17,0.5,1527.24,5,149.6,0.08,0.17,1.2,1.6
322867,2022-09-14,45,F,FALSE,FALSE,usa,mobile,11,1.27,12.64,3,0.27,0,0,8.91,9.43,2,1,371.1,0.13,0.18,1,0.5,2005.73,3,156,0.1,0.18,1,18.33
324191,2022-09-15,39,F,FALSE,FALSE,usa,san diego,11,1.73,17.82,4,0.36,0,0,8.12,8.3,4,1,323.37,0.12,0.27,1.25,0.5,1799.43,4,287,0.15,0.09,1.25,3.5
328590,2022-09-18,55,F,FALSE,FALSE,usa,san diego,11,2.85,55.15,5,0.45,0.2,0.2,6.07,8.56,5,1,766.31,0.1,0.23,1.25,0.13,3348.51,4,156.33,0.15,0.38,1.67,3.33
330764,2022-09-20,38,F,FALSE,FALSE,usa,detroit,11,2.62,54.31,5,0.45,0,0.2,7.18,8.94,2,1,328.19,0.13,0.31,2.6,1,696.56,5,124.75,0.07,0.38,1,5.25
330893,2022-09-20,42,F,TRUE,TRUE,usa,oklahoma city,11,1.36,15.55,3,0.27,0,0,5.91,6.08,3,1,287.2,,0,1,0.67,1567.42,3,138,0.18,0.18,1,1.67
331039,2022-09-20,44,F,TRUE,TRUE,canada,london,11,2.08,25.62,2,0.18,0,0.5,196.7,196.93,2,1,1859.69,0.1,0.23,3.4,2.4,2751.99,2,214.2,0.08,0.38,1.8,6.4
334787,2022-09-23,52,F,FALSE,FALSE,usa,minneapolis,11,1.64,18.09,5,0.45,0.4,0,6.56,6.72,5,1,388.04,0.07,0.27,1.4,1,1506.03,5,186.4,0.15,0.09,1.4,1.2
337227,2022-09-25,34,F,TRUE,FALSE,usa,santa ana,10,0.8,11.6,1,0.1,0,0,29.06,29.15,1,1,44.78,,0,2,1,124.68,1,47,0.05,0.1,1,10
338086,2022-09-25,39,F,FALSE,TRUE,usa,washington,12,1.67,16.42,4,0.33,0.25,0,7.72,7.93,4,1,849.74,0.3,0.08,1.75,0.75,2338.02,4,154.75,0.2,0.08,1.75,1
340166,2022-09-27,50,M,TRUE,TRUE,usa,san francisco,11,0.55,9.18,1,0.09,0,0,,3.06,0,0,,0.23,0.18,,,,1,237,0.1,0.09,1,2
343928,2022-09-30,64,F,TRUE,FALSE,usa,el paso,10,1.5,16.1,4,0.4,0,0,101.63,23.52,4,1,1505.61,0.3,0.2,1.5,0.5,4564.65,3,162.33,0.1,0.1,1,4.33
347778,2022-10-03,49,F,FALSE,FALSE,usa,las vegas,13,2.38,22.92,9,0.69,0,0,6.02,7.64,8,1,768.88,0.13,0.23,1.38,0.75,2818.34,8,216.88,0.1,0.08,1.5,2.25
348817,2022-10-04,28,F,FALSE,FALSE,canada,calgary,10,1.6,18.3,6,0.6,0.17,0,6.74,8.35,4,1,440,0.05,0.1,1,1,2477.64,6,235.67,0.15,0.1,1,2.17
348863,2022-10-04,66,F,TRUE,FALSE,usa,san antonio,11,0.82,10.82,0,0,0,,,,0,0,,,0,,,,0,,0.07,0.27,,
349132,2022-10-04,48,F,FALSE,FALSE,usa,cincinnati,11,1.36,15.09,5,0.45,0,0,6.57,11.53,3,1,397.28,0.18,0.18,1.67,0.67,1600.87,5,203.2,0.1,0.09,1.4,4
350648,2022-10-05,17,F,FALSE,FALSE,usa,lincoln,9,7.18,45.55,2,0.22,0,0.5,20.19,20.33,2,1,203.05,0.18,0.36,1,0,1244.79,2,187,0.1,0.27,1,4.4
353271,2022-10-07,26,F,FALSE,TRUE,usa,milwaukee,10,0.9,11.3,2,0.2,0,0,17.09,17.56,2,1,1470.1,0.15,0.1,1.5,0,7425.58,2,124.5,0.15,0.1,1.5,8.5
353694,2022-10-07,39,F,FALSE,TRUE,usa,new york,9,1,13.11,3,0.33,0,0,33.64,34,3,0.67,977.58,0.08,0.44,1.33,0.67,5225.51,3,124.33,,0,1.33,6.33
354050,2022-10-07,49,F,FALSE,FALSE,usa,detroit,11,2,19.82,6,0.55,0,0,9.61,9.79,6,0.83,337.1,0.05,0.09,1.17,0.17,1818.06,6,184.17,0.05,0.09,1.17,1.67
354260,2022-10-07,48,F,FALSE,FALSE,usa,providence,9,1.22,14.67,3,0.33,0.33,0,35.65,8.87,3,1,467.79,0.15,0.22,1,1,2577.55,1,260,,0,1,2
354311,2022-10-08,45,F,TRUE,FALSE,usa,tucson,11,0.73,10.27,2,0.18,0,0,7.23,6.69,2,1,536.45,0.13,0.18,1,0.5,2985.98,1,97,,0,1,3
354950,2022-10-08,52,M,TRUE,FALSE,usa,amarillo,9,1.11,13.22,2,0.22,0,0,44.79,45,2,1,650.11,,0,1.5,1,2450.19,2,141.5,0.1,0.11,1,9
356046,2022-10-09,33,F,FALSE,FALSE,canada,ottawa,10,1.4,14.6,4,0.4,0,0,7.89,8.08,4,1,384.22,0.15,0.2,1.25,0.25,1934.41,4,173.5,0.08,0.2,1.25,3.5
357737,2022-10-10,40,F,TRUE,TRUE,usa,san diego,12,3.36,59.57,8,0.67,0,0.13,7.15,7.43,7,1,314.92,,0.14,1.1,0.4,1724.94,8,174.73,0.08,0.36,1.09,3.09
359072,2022-10-11,50,F,TRUE,TRUE,canada,montreal,13,8.87,42.07,5,0.38,0,0.2,8.66,8.82,5,1,367.68,0.2,0.27,1.13,0.25,1519.67,5,120.63,,0.13,1.13,1.75
359080,2022-10-11,41,F,TRUE,FALSE,usa,new york,11,1.82,18.73,7,0.64,0.14,0,54.2,6.47,6,1,998.49,0.1,0.09,1.17,0.67,3798.39,4,317.75,0.2,0.09,1.5,2.5
359653,2022-10-12,54,M,FALSE,FALSE,canada,victoria,11,1.64,18,5,0.45,0,0,7.95,8.15,5,1,395.48,0.25,0.09,1,0.8,2192.28,5,175.4,0.08,0.18,1,0.8
361459,2022-10-13,40,F,TRUE,TRUE,usa,houston,12,0.25,6.75,1,0.08,0,0,6.97,7.17,1,1,393.91,0.2,0.08,1,1,2263.99,1,165,0.12,0.25,1,1
361759,2022-10-13,52,F,TRUE,FALSE,canada,winnipeg,12,1.17,14.08,5,0.42,0,0,18.07,8.84,5,1,829.72,0.16,0.33,1.2,0.8,3262.31,3,79.67,0.07,0.25,1,0.67
363535,2022-10-14,30,F,FALSE,FALSE,usa,charlotte,11,7.62,36.54,4,0.36,0,0.25,6.88,7.04,4,0.75,297.07,0.18,0.38,1.14,0.71,1560.31,4,205.29,,0.15,1.14,2.43
365825,2022-10-16,44,F,FALSE,FALSE,usa,los angeles,10,2.4,42.5,4,0.4,0,0.25,8.36,17.36,3,0.33,119.07,0.1,0.2,1,0.5,1159.94,4,224.8,,0.1,1.4,5.6
371201,2022-10-20,27,M,FALSE,TRUE,usa,new york,10,1.6,16.6,2,0.2,0,0,8.06,7.71,2,1,452.44,0.27,0.2,1,1.5,2439.94,1,69,0.05,0.1,1,2
372970,2022-10-21,33,F,FALSE,FALSE,usa,charlotte,9,1.33,13.56,3,0.33,0,0,32.87,33.36,3,1,1315.24,0.13,0.22,1,0.33,7715.89,3,179.33,0.15,0.22,1,3
373489,2022-10-21,36,F,TRUE,TRUE,usa,wichita,12,1.25,14.25,3,0.25,0,0,140.46,115.22,2,1,4124.73,0.23,0.33,3.5,2.5,5906.29,2,220,0.11,0.42,1.5,16.5
374331,2022-10-22,41,M,FALSE,FALSE,usa,milwaukee,11,2.15,51.92,3,0.27,0,0.33,5.1,6.62,2,1,193.48,0.13,0.54,1,0.8,1120.55,3,206,0.2,0.23,1.5,8.5
374340,2022-10-22,34,F,TRUE,FALSE,usa,new york,12,1.17,13.17,2,0.17,0,0,336.62,10.62,1,1,3966.19,,0,2,1,11029.78,1,102,0.05,0.08,1,11
374341,2022-10-22,25,F,FALSE,FALSE,usa,detroit,9,1.11,14.22,4,0.44,0,0,57.25,23.07,1,1,4265.3,0.1,0.11,2,1,11493.44,4,135.5,,0,1.75,10.25
375160,2022-10-22,19,F,FALSE,FALSE,usa,houston,11,0.27,7.18,1,0.09,0,0,,25.58,0,0,,0.05,0.09,,,,1,528,0.1,0.09,1,23
375729,2022-10-23,52,F,FALSE,FALSE,usa,atlanta,12,1.5,15.92,5,0.42,0,0,6.42,6.54,5,1,271.24,0.11,0.42,1,0.4,1444.35,4,252.5,0.08,0.17,1,3.25
375751,2022-10-23,49,F,TRUE,FALSE,usa,cleveland,11,2.73,26.45,3,0.27,0,0,8.28,8.33,3,1,235.85,0.2,0.09,1,0.33,1363.02,2,166.5,0.08,0.18,1,2.5
376159,2022-10-23,41,F,FALSE,FALSE,usa,long beach,10,1.2,13.9,3,0.3,0,0,8.88,9.91,2,1,364.97,,0,1,1,2068.98,3,161.33,,0,1,3
377069,2022-10-24,67,F,TRUE,FALSE,usa,new york,10,0.33,40.33,1,0.1,0,1,192.95,,1,1,926.67,0.2,0.25,2,1,2981.65,1,,0.05,0.33,,
377411,2022-10-24,37,F,TRUE,FALSE,canada,montreal,11,1.36,15.18,3,0.27,0.33,0,5.57,5.78,3,1,561.75,0.12,0.27,1.33,0.33,2308.79,3,110,0.13,0.18,1.33,1.67
378565,2022-10-25,39,F,TRUE,TRUE,usa,nashville,10,1.7,17.4,7,0.7,0,0,8.48,6.8,4,1,326.36,0.09,0.6,1,0.75,1795.98,6,139.17,0.1,0.1,1.17,8.17
379543,2022-10-25,55,F,TRUE,FALSE,usa,san jose,10,1.5,15.5,5,0.5,0,0,7.35,7.66,4,1,340.57,0.1,0.1,1,0.5,1944.51,5,213,0.15,0.1,1,2.4
380434,2022-10-26,49,F,TRUE,TRUE,usa,oklahoma city,12,1.25,14.08,5,0.42,0.2,0,8.61,8.79,5,1,334.39,0.13,0.17,1,0.6,1743.55,5,215,0.05,0.08,1,1.8
380436,2022-10-26,43,F,FALSE,FALSE,usa,new york,10,1.6,17.1,3,0.3,0,0,8.2,8.35,3,1,231.36,0.05,0.1,1,0.67,1321.97,3,147.67,0.18,0.2,1,4.33
380757,2022-10-26,45,F,FALSE,TRUE,usa,los angeles,11,1.27,14.73,5,0.45,0,0,9.19,9.36,5,0.8,250.15,0.05,0.09,1,0.2,1686.02,5,143.4,0.05,0.18,1,4.2
380874,2022-10-26,53,F,TRUE,FALSE,usa,louisville,12,1.75,17.33,5,0.42,0,0,7.57,8.17,5,1,192.34,,0,1,0.6,972.73,4,179,0.18,0.25,1,1
380949,2022-10-26,45,F,FALSE,FALSE,usa,san antonio,11,3.31,60,6,0.55,0,0.17,5.11,4.75,6,1,371.02,,0.15,1,0.11,1997.4,5,220,0.15,0.31,1,2.38
381259,2022-10-26,20,F,FALSE,TRUE,usa,san diego,9,1.11,12.22,2,0.22,0,0,31.18,6.16,2,1,532.66,,0,1,0.5,2699.09,1,68,0.1,0.11,1,1
381465,2022-10-26,33,F,FALSE,FALSE,usa,san antonio,10,7.67,32.33,5,0.5,0,0.2,20.26,6.37,3,0.67,336.02,0.08,0.33,1,0,1833.83,4,121.14,,0.17,1,6
382181,2022-10-27,35,F,TRUE,FALSE,canada,halifax,11,1.36,15.09,5,0.45,0.2,0,6.36,6.32,5,1,420,0.18,0.18,1,0.4,2270.01,3,190.67,0.2,0.09,1,6.67
382384,2022-10-27,56,F,TRUE,FALSE,usa,st. petersburg,10,0.8,10.4,2,0.2,0,0,8.66,8.81,2,1,243.35,,0,1,1,1372.39,2,146.5,,0,1,1
382533,2022-10-27,17,F,FALSE,FALSE,usa,long beach,11,0.45,7.18,0,0,0,,,,0,0,,0.2,0.09,,,,0,,0.05,0.09,,
385689,2022-10-29,48,F,FALSE,TRUE,usa,nashville,11,1.09,11.55,5,0.45,0.2,0,7.98,11.77,3,1,431.44,0.15,0.18,1.33,0.33,1868.92,5,172.4,,0,1.2,4.6
386255,2022-10-30,31,F,FALSE,TRUE,usa,mobile,11,0.64,9.27,2,0.18,0,0,13.62,13.69,1,1,432.53,0.1,0.27,1,0,2285.63,2,211.5,0.05,0.09,1.5,3
386469,2022-10-30,16,F,FALSE,FALSE,usa,stockton,10,1,12.2,1,0.1,0,0,,54.61,0,0,,0.3,0.1,,,,1,497,,0,1,10
386914,2022-10-30,45,F,TRUE,TRUE,canada,hamilton,12,0.93,39.5,3,0.25,0,0.33,124.63,8,3,1,7515.66,0.1,0.21,3.67,2.83,8426.06,3,220,0.15,0.43,1,2.5
387282,2022-10-30,29,F,FALSE,TRUE,usa,amarillo,9,0.89,12.11,2,0.22,0,0,57.02,29.89,1,1,342.11,0.18,0.22,1,0,2113.36,2,201.5,0.1,0.11,2,8
387783,2022-10-31,53,M,TRUE,TRUE,usa,oakland,9,0.78,10.89,4,0.44,0,0,32.43,8.06,2,1,1608.49,0.45,0.11,2.5,1.5,3037.36,3,188.67,0.1,0.11,1.33,4.67
388328,2022-10-31,49,F,TRUE,TRUE,canada,toronto,10,1.4,15.1,6,0.6,0,0,19.71,7.62,4,1,705.92,0.1,0.3,1.5,1.25,2550.53,5,165.6,0.13,0.2,1,4.6
388767,2022-10-31,44,F,TRUE,TRUE,usa,tallahassee,10,1.4,14.4,3,0.3,0,0,6.86,8.24,2,1,260.3,,0,1,1,1474.19,3,143.67,,0,1,6
388947,2022-10-31,39,M,FALSE,FALSE,usa,new york,11,0.91,11.27,4,0.36,0,0,6.85,9.18,4,1,378.27,0.2,0.27,1,0.75,2012.93,2,171,0.1,0.09,1,1.5
389434,2022-11-01,41,F,FALSE,FALSE,usa,new york,10,4.08,70,7,0.7,0,0.14,5.79,6,7,1,452.53,0.12,0.42,1,0.8,2428.26,7,134,0.2,0.25,1,1.3
389662,2022-11-01,38,F,FALSE,FALSE,usa,fresno,10,2.8,26.8,5,0.5,0,0,7.55,8.45,4,1,386.31,0.15,0.3,1,0.5,2156.75,4,147.5,,0,1,1.5
389759,2022-11-01,32,F,FALSE,TRUE,usa,anchorage,9,2,20.67,4,0.44,0,0,19.05,19.38,4,1,1015.94,0.17,0.33,1.5,0.25,4591.67,4,217.25,,0,1.5,4.25
390811,2022-11-01,40,F,FALSE,FALSE,usa,los angeles,12,1.5,16.25,6,0.5,0,0,9.58,9.8,6,1,488.07,0.1,0.08,1,0.67,2673.74,6,116.33,,0,1,3
392453,2022-11-02,57,F,FALSE,FALSE,usa,el paso,11,0.82,10.73,2,0.18,0.5,0,6.94,7.15,2,1,389.46,0.08,0.18,1,0.5,2358.01,2,77.5,0.12,0.27,1,5.5
395202,2022-11-04,25,F,FALSE,FALSE,usa,san jose,10,0.6,8.8,2,0.2,0,0,,3.87,0,0,,0.13,0.2,,,,2,215.5,0.05,0.1,1,11
395981,2022-11-04,51,F,TRUE,FALSE,canada,vancouver,11,1.18,12.91,4,0.36,0.25,0,10.06,8.8,3,1,671.64,0.15,0.18,1.33,1,2721.14,4,402.75,,0,1.5,2.5
396552,2022-11-05,44,F,TRUE,FALSE,canada,london,12,0.92,12.17,5,0.42,0,0,7.93,10.7,4,0.5,206.21,,0,1,0.5,1597.05,5,165.6,0.1,0.17,1.4,1.6
